dataset,feature,family,complete,accepted,exclusion_reason,mask,raw_descriptors,filtered_descriptors,filtered_descriptor_count
ST002081,TAG52:0-FA18:0,TAG,True,True,accepted,0.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:52;total_unsaturation:0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:52;total_unsaturation:0,7
ST002081,TAG52:0-FA20:0,TAG,True,True,accepted,0.0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:52;total_unsaturation:0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:52;total_unsaturation:0,7
ST002081,TAG52:1-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,7
ST002081,TAG52:1-FA16:1,TAG,True,True,accepted,0.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,7
ST002081,TAG52:1-FA18:0,TAG,True,True,accepted,4.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,7
ST002081,TAG52:1-FA18:1,TAG,True,True,accepted,3.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,7
ST002081,TAG52:1-FA20:0,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,,0
ST002081,TAG52:1-FA20:1,TAG,True,True,accepted,3.0,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:52;total_unsaturation:1,7
ST002081,TAG52:2-FA14:0,TAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,,0
ST002081,TAG52:2-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA16:1,TAG,True,True,accepted,0.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA18:0,TAG,True,True,accepted,3.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA18:1,TAG,True,True,accepted,3.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA18:2,TAG,True,True,accepted,1.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA20:0,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,,0
ST002081,TAG52:2-FA20:1,TAG,True,True,accepted,3.0,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:2-FA20:2,TAG,True,True,accepted,3.0,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:52;total_unsaturation:2,7
ST002081,TAG52:3-FA14:0,TAG,True,True,accepted,1.0,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA16:1,TAG,True,True,accepted,3.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA18:0,TAG,True,True,accepted,1.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA18:1,TAG,True,True,accepted,2.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA18:2,TAG,True,True,accepted,1.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA18:3,TAG,True,True,accepted,2.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA20:0,TAG,True,True,accepted,4.0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA20:1,TAG,True,True,accepted,3.0,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:20:1;chain_carbon:20;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA20:2,TAG,True,True,accepted,0.0,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA20:3,TAG,True,True,accepted,3.0,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,7
ST002081,TAG52:3-FA22:1,TAG,False,False,incomplete_across_eligible_samples,,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:3;total_carbon:52;total_unsaturation:3,,0
ST002081,TAG52:4-FA14:0,TAG,True,True,accepted,2.0,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA16:1,TAG,True,True,accepted,1.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA18:0,TAG,True,True,accepted,4.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA18:1,TAG,True,True,accepted,1.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA18:2,TAG,True,True,accepted,4.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA18:3,TAG,True,True,accepted,1.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA20:0,TAG,True,True,accepted,3.0,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:20:0;chain_carbon:20;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA20:2,TAG,True,True,accepted,3.0,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:20:2;chain_carbon:20;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA20:3,TAG,True,True,accepted,1.0,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA20:4,TAG,True,True,accepted,2.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,7
ST002081,TAG52:4-FA22:1,TAG,False,False,incomplete_across_eligible_samples,,acyl:22:1;chain_carbon:22;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,,0
ST002081,TAG52:4-FA22:4,TAG,False,False,incomplete_across_eligible_samples,,acyl:22:4;chain_carbon:22;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:4;total_carbon:52;total_unsaturation:4,,0
ST002081,TAG52:5-FA14:0,TAG,True,True,accepted,4.0,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA16:1,TAG,True,True,accepted,4.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA18:1,TAG,True,True,accepted,3.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA18:2,TAG,True,True,accepted,3.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA18:3,TAG,True,True,accepted,4.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA20:3,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:3;chain_carbon:20;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,,0
ST002081,TAG52:5-FA20:4,TAG,True,True,accepted,3.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA20:5,TAG,True,True,accepted,2.0,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:5-FA22:5,TAG,True,True,accepted,1.0,acyl:22:5;chain_carbon:22;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,acyl:22:5;chain_carbon:22;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:5;total_carbon:52;total_unsaturation:5,7
ST002081,TAG52:6-FA14:0,TAG,False,False,incomplete_across_eligible_samples,,acyl:14:0;chain_carbon:14;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,,0
ST002081,TAG52:6-FA16:0,TAG,True,True,accepted,1.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA16:1,TAG,True,True,accepted,1.0,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA18:1,TAG,True,True,accepted,1.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA18:2,TAG,True,True,accepted,2.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA18:3,TAG,True,True,accepted,4.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA20:4,TAG,True,True,accepted,0.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA20:5,TAG,True,True,accepted,0.0,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:6-FA22:6,TAG,True,True,accepted,0.0,acyl:22:6;chain_carbon:22;chain_unsaturation:6;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,acyl:22:6;chain_carbon:22;chain_unsaturation:6;family:TAG;family_unsaturation:TAG:6;total_carbon:52;total_unsaturation:6,7
ST002081,TAG52:7-FA16:0,TAG,True,True,accepted,2.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,7
ST002081,TAG52:7-FA18:1,TAG,True,True,accepted,3.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,7
ST002081,TAG52:7-FA20:5,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:5;chain_carbon:20;chain_unsaturation:5;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,,0
ST002081,TAG52:7-FA22:6,TAG,False,False,incomplete_across_eligible_samples,,acyl:22:6;chain_carbon:22;chain_unsaturation:6;family:TAG;family_unsaturation:TAG:7;total_carbon:52;total_unsaturation:7,,0
ST002081,TAG52:8-FA16:1,TAG,False,False,incomplete_across_eligible_samples,,acyl:16:1;chain_carbon:16;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:8;total_carbon:52;total_unsaturation:8,,0
ST002081,TAG52:8-FA18:2,TAG,False,False,incomplete_across_eligible_samples,,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:8;total_carbon:52;total_unsaturation:8,,0
ST002081,TAG53:0-FA16:0,TAG,True,True,accepted,1.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:53;total_unsaturation:0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:53;total_unsaturation:0,7
ST002081,TAG53:1-FA16:0,TAG,True,True,accepted,3.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,7
ST002081,TAG53:1-FA17:0,TAG,True,True,accepted,0.0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,7
ST002081,TAG53:1-FA18:0,TAG,True,True,accepted,3.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,7
ST002081,TAG53:1-FA18:1,TAG,True,True,accepted,4.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:1;total_carbon:53;total_unsaturation:1,7
ST002081,TAG53:2-FA16:0,TAG,True,True,accepted,0.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,7
ST002081,TAG53:2-FA17:0,TAG,True,True,accepted,4.0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,7
ST002081,TAG53:2-FA18:1,TAG,True,True,accepted,0.0,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,acyl:18:1;chain_carbon:18;chain_unsaturation:1;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,7
ST002081,TAG53:2-FA18:2,TAG,True,True,accepted,3.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:2;total_carbon:53;total_unsaturation:2,7
ST002081,TAG53:3-FA16:0,TAG,True,True,accepted,4.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,7
ST002081,TAG53:3-FA17:0,TAG,True,True,accepted,2.0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,7
ST002081,TAG53:3-FA18:2,TAG,True,True,accepted,0.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:3;total_carbon:53;total_unsaturation:3,7
ST002081,TAG53:4-FA16:0,TAG,True,True,accepted,4.0,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,7
ST002081,TAG53:4-FA17:0,TAG,True,True,accepted,3.0,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,acyl:17:0;chain_carbon:17;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,7
ST002081,TAG53:4-FA18:2,TAG,True,True,accepted,1.0,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,acyl:18:2;chain_carbon:18;chain_unsaturation:2;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,7
ST002081,TAG53:4-FA18:3,TAG,True,True,accepted,2.0,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,acyl:18:3;chain_carbon:18;chain_unsaturation:3;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,7
ST002081,TAG53:4-FA20:4,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:4;total_carbon:53;total_unsaturation:4,,0
ST002081,TAG53:5-FA20:4,TAG,True,True,accepted,2.0,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:5;total_carbon:53;total_unsaturation:5,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:5;total_carbon:53;total_unsaturation:5,7
ST002081,TAG53:6-FA20:4,TAG,False,False,incomplete_across_eligible_samples,,acyl:20:4;chain_carbon:20;chain_unsaturation:4;family:TAG;family_unsaturation:TAG:6;total_carbon:53;total_unsaturation:6,,0
ST002081,TAG54:0-FA16:0,TAG,False,False,incomplete_across_eligible_samples,,acyl:16:0;chain_carbon:16;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:54;total_unsaturation:0,,0
ST002081,TAG54:0-FA18:0,TAG,True,True,accepted,4.0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:54;total_unsaturation:0,acyl:18:0;chain_carbon:18;chain_unsaturation:0;family:TAG;family_unsaturation:TAG:0;total_carbon:54;total_unsaturation:0,7
