hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason,n,groups,informative_groups,context_0_n,context_1_n,triple_interaction_estimate,standard_error,p_value,confidence_interval_low,confidence_interval_high,nature_interaction_context_0,nature_interaction_context_1,design_rank,residual_degrees_of_freedom,condition_number,maximum_leverage,covariance_type,analysis_status,analysis_error,fdr_q_value
GGM-0000032,AMP,AMP,cAMP,cAMP,unresolved,PDE2A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE2A,606,14,14,236,370,-0.0385342490743725,0.11137787427960896,0.7293595527792178,-0.2568308713370361,0.17976237318829108,-0.014698840867992231,-0.05323308994236473,47,559.0,75.26150467482513,0.9520353216552222,HC3,tested,,0.9855136516078267
GGM-0000136,NADP,NADP+,kynurenine,kynurenine,unresolved,KMO,1,MAR04220,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: KMO,606,14,14,236,370,0.04222882032479026,0.12361936037807673,0.7326492167163253,-0.2000606738081179,0.28451831445769843,0.04450124946614399,0.08673006979093426,47,559.0,39.206649604458136,0.7354658176904147,HC3,tested,,0.9855136516078267
GGM-0000056,AMP,AMP,taurine,taurine,unresolved,BAAT,1,MAR01841,0,,Bile acid biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BAAT,606,14,14,236,370,-0.045921171993979,0.13624770262487265,0.7360853839961925,-0.3129617621150528,0.2211194181270948,-0.02154353342152077,-0.06746470541549977,47,559.0,39.50607518126278,0.7718482743767743,HC3,tested,,0.9855136516078267
GGM-0000142,NADP,NADP+,proline,proline,unresolved,PYCR1,1,MAR08609,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PYCR1,606,14,14,236,370,0.0325380636464901,0.09748766452188509,0.7385561740725044,-0.1585342477533279,0.22361037504630807,0.002295053199546501,0.0348331168460366,47,559.0,44.40420017515163,0.8559363343929415,HC3,tested,,0.9855136516078267
GGM-0000283,glycine,glycine,alanine,alanine,unresolved,AGXT,1,MAR04788,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AGXT,606,14,14,236,370,0.04808178552636075,0.15068117057694333,0.7496535823167525,-0.24724788195278466,0.34341145300550613,-0.002123145059328058,0.04595864046703269,47,559.0,132.8475439469587,0.9845387936878475,HC3,tested,,0.9855136516078267
GGM-0000167,UMP,UMP,uridine,uridine,unresolved,UCKL1,1,MAR05299,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCKL1,606,14,14,236,370,-0.037528082619275524,0.11807097797210243,0.7506037181004077,-0.26894294706401833,0.1938867818254673,0.0387695271569356,0.0012414445376600775,47,559.0,53.48969347420125,0.8206699272191147,HC3,tested,,0.9855136516078267
GGM-0000041,AMP,AMP,cAMP,cAMP,unresolved,PDE6H,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE6H,606,14,14,236,370,-0.04134732532409513,0.13072057096738238,0.7517724381158857,-0.2975549364586768,0.21486028581048655,0.08854031191843613,0.047192986594341,47,559.0,165.81384310634712,0.9814066175673768,HC3,tested,,0.9855136516078267
GGM-0000182,arginine,arginine,citrulline,citrulline,unresolved,NOS3,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS3,606,14,14,236,370,0.03231700482488635,0.10229143096208398,0.7520550985421882,-0.16817051578786363,0.23280452543763636,-0.014561823168615371,0.017755181656270977,47,559.0,45.688345254169114,0.9230442679602556,HC3,tested,,0.9855136516078267
GGM-0000316,urate,urate,xanthine,xanthine,unresolved,XDH,1,MAR04646,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: XDH,606,14,14,236,370,0.03789975426392928,0.12274354504847763,0.7574950666754228,-0.20267317336585658,0.27847268189371516,-0.04784884351336821,-0.009949089249438929,47,559.0,45.27963700946689,0.9726638664493755,HC3,tested,,0.9855136516078267
GGM-0000012,AMP,AMP,UMP,UMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A,606,14,14,236,370,-0.018865671064988942,0.061566396469000445,0.7592787509863348,-0.13953359080214375,0.10180224867216588,0.01670502869619328,-0.0021606423687956615,47,559.0,48.70138187887002,0.8118168865412895,HC3,tested,,0.9855136516078267
GGM-0000295,glycine,glycine,serine,serine,unresolved,SHMT1,1,MAR03845,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SHMT1,606,14,14,236,370,-0.027765543383546986,0.09067664588570529,0.7594493966647902,-0.2054885035584214,0.14995741679132746,-0.02974660135607471,-0.0575121447396217,47,559.0,47.76414016551386,0.7121972427655359,HC3,tested,,0.9855136516078267
GGM-0000214,choline,choline,NAD,NAD+,unresolved,CHDH,1,MAR04696,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CHDH,606,14,14,236,370,-0.028705342231095082,0.10091158305490004,0.7760576307871666,-0.22648841064162156,0.1690777261794314,-0.011469511626346511,-0.04017485385744159,47,559.0,41.38503512553149,0.8296366339574021,HC3,tested,,0.9855136516078267
GGM-0000233,glutamate,glutamate,NAD,NAD+,unresolved,ALDH4A1,1,MAR03806,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH4A1,606,14,14,236,370,-0.03873342783660985,0.1383838174738891,0.7795553508975988,-0.30996072612859704,0.23249387045537737,-0.06244006774403253,-0.10117349558064238,47,559.0,53.3065735991224,0.719488941677499,HC3,tested,,0.9855136516078267
GGM-0000102,NAD,NAD+,beta-alanine,beta-alanine,unresolved,ALDH1B1,1,MAR00088,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH1B1,606,14,14,236,370,-0.02644319363202743,0.09480255263419222,0.7802992120154646,-0.21225278243750703,0.15936639517345216,-0.08408166776056307,-0.1105248613925905,47,559.0,51.6841672853355,0.6901408395658267,HC3,tested,,0.9855136516078267
GGM-0000103,NAD,NAD+,beta-alanine,beta-alanine,unresolved,ALDH2,1,MAR00088,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH2,606,14,14,236,370,-0.025493550645002555,0.09349447167158638,0.7851035012731129,-0.2087393478749122,0.15775224658490708,0.026118720257634807,0.0006251696126322523,47,559.0,67.70424704433138,0.6950261279140842,HC3,tested,,0.9855136516078267
GGM-0000223,dimethylglycine,dimethylglycine,homocysteine,homocysteine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT,606,14,14,236,370,-0.03369407410663761,0.12411084782157696,0.78601902268433,-0.2769468659276599,0.20955871771438464,-0.04117800537433763,-0.07487207948097524,47,559.0,40.40408467415418,0.999078015700602,HC3,tested,,0.9855136516078267
GGM-0000260,glutamate,glutamate,isoleucine,isoleucine,unresolved,BCAT1,1,MAR03777,0,,"Valine, leucine, and isoleucine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCAT1,606,14,14,236,370,-0.029046628418725705,0.10727201006198893,0.7865637311620943,-0.2392959046894423,0.1812026478519909,0.029421267001730807,0.0003746385830051026,47,559.0,45.86438024306301,0.6176144700178592,HC3,tested,,0.9855136516078267
GGM-0000075,CMP,CMP,cytidine,cytidine,unresolved,UCK1,1,MAR04180,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK1,606,14,14,236,370,-0.02370090264822375,0.0881435124205568,0.7880143884476059,-0.196459012463374,0.1490572071669265,-0.04924134209573911,-0.07294224474396285,47,559.0,43.07725300619758,0.7258389387859677,HC3,tested,,0.9855136516078267
GGM-0000030,AMP,AMP,cAMP,cAMP,unresolved,PDE1B,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE1B,606,14,14,236,370,0.03697032077772272,0.1380719455940191,0.7888830773772684,-0.23364571986192856,0.307586361417374,-0.11258755176284863,-0.0756172309851259,47,559.0,62.10920285762365,0.9990320293821741,HC3,tested,,0.9855136516078267
GGM-0000255,glutamate,glutamate,glycine,glycine,unresolved,SIRT1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT1,606,14,14,236,370,-0.02983782465931048,0.11257530646882678,0.7909727256743283,-0.2504813708867699,0.19080572156814898,-0.03415332496831554,-0.06399114962762602,47,559.0,39.962680551135,0.5845410998829663,HC3,tested,,0.9855136516078267
GGM-0000217,choline,choline,acetylcholine,acetylcholine,unresolved,CHAT,1,MAR00640,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CHAT,606,14,14,236,370,0.033427900385881976,0.12783537790886937,0.7937132884670428,-0.21712483626556925,0.28398063703733323,0.12211918197023515,0.15554708235611714,47,559.0,124.6265280922241,0.9995494129147253,HC3,tested,,0.9855136516078267
GGM-0000089,GMP,GMP,guanosine,guanosine,unresolved,NT5C3A,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3A,606,14,14,236,370,-0.02131365115381934,0.08619188122662076,0.8046904337212086,-0.19024663411775006,0.1476193318101114,0.03985813610966773,0.01854448495584839,47,559.0,47.714621519541986,0.5546690930752541,HC3,tested,,0.9855136516078267
GGM-0000164,UMP,UMP,uridine,uridine,unresolved,NT5M,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5M,606,14,14,236,370,0.028965304174382745,0.11912405469858241,0.8078873111980966,-0.20451355272721816,0.2624441610759837,0.04678834498045562,0.07575364915483837,47,559.0,86.26109156840913,0.8544640874875828,HC3,tested,,0.9855136516078267
GGM-0000016,AMP,AMP,adenosine,adenosine,unresolved,DCK,1,MAR04012,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DCK,606,14,14,236,370,0.025773927715816453,0.10625764524464132,0.8083457369014306,-0.18248723004571427,0.2340350854773472,-0.00793144406507157,0.01784248365074488,47,559.0,46.773687824509054,0.7191068327196957,HC3,tested,,0.9855136516078267
GGM-0000219,citrate,citrate,isocitrate,isocitrate,unresolved,ACO1,1,MAR04454,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO1,606,14,14,236,370,0.014615645366352993,0.0604894697945153,0.8090723216202905,-0.10394153687482047,0.13317282760752644,0.07020636842356755,0.08482201378992055,47,559.0,40.46173480934117,0.5928284794381322,HC3,tested,,0.9855136516078267
GGM-0000254,glutamate,glutamate,glycine,glycine,unresolved,OARD1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: OARD1,606,14,14,236,370,0.027961377191575706,0.11675241073703103,0.8107233762979973,-0.20086914296123262,0.256791897344384,-0.06998041944630573,-0.04201904225473002,47,559.0,41.50923418346909,0.6579779421249953,HC3,tested,,0.9855136516078267
GGM-0000294,glycine,glycine,sarcosine,sarcosine,unresolved,TPP1,1,MAR06915,0,,Peptide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TPP1,606,14,14,236,370,0.023247120340572098,0.09811806381096891,0.8127110367180943,-0.1690607509617298,0.215554991642874,-0.030314826010756118,-0.00706770567018402,47,559.0,43.16067322892998,0.7694464288144631,HC3,tested,,0.9855136516078267
GGM-0000122,NAD,NAD+,thymine,thymine,unresolved,DPYD,1,MAR04470,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DPYD,606,14,14,236,370,-0.01912836849168092,0.08751202684433022,0.8269773257803053,-0.19064878932067056,0.1523920523373087,-0.12902238185129092,-0.14815075034297184,47,559.0,40.770291936045595,0.757183590771073,HC3,tested,,0.9855136516078267
GGM-0000079,GMP,GMP,NADP,NADP+,unresolved,GMPR,1,MAR04419,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GMPR,606,14,14,236,370,-0.02059820824393533,0.09441999204601441,0.8273082226388125,-0.20565799207468194,0.1644615755868113,0.015033337982849266,-0.005564870261086064,47,559.0,46.0854129449062,0.6469424053933338,HC3,tested,,0.9855136516078267
GGM-0000107,NAD,NAD+,hypoxanthine,hypoxanthine,unresolved,XDH,1,MAR04519,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: XDH,606,14,14,236,370,0.02465223307676713,0.11372823248079744,0.828391950144665,-0.1982510066109942,0.2475554727645285,-0.10373109632769169,-0.07907886325092456,47,559.0,41.36448721283539,0.6480561586182481,HC3,tested,,0.9855136516078267
GGM-0000273,glutamate,glutamate,tyrosine,tyrosine,unresolved,GOT2,1,MAR06768,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT2,606,14,14,236,370,0.019002455047059764,0.0881672436787219,0.8293561673367728,-0.1538021671794019,0.19180707727352145,-0.13041586877847508,-0.11141341373141532,47,559.0,61.23054756892374,0.758791092328013,HC3,tested,,0.9855136516078267
GGM-0000222,cytidine,cytidine,uridine,uridine,unresolved,CDA,1,MAR04580,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CDA,606,14,14,236,370,0.018403440308166798,0.08826616897114412,0.8348390772794626,-0.1545950719286025,0.19140195254493608,-0.23582633679770265,-0.21742289648953586,47,559.0,63.241064687339005,0.7876166212442749,HC3,tested,,0.9855136516078267
GGM-0000091,GMP,GMP,guanosine,guanosine,unresolved,NT5E,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5E,606,14,14,236,370,-0.018939448913723376,0.09236454403515941,0.8375322217680745,-0.1999706286710997,0.16209173084365294,-0.011423401971475454,-0.030362850885198828,47,559.0,74.16767636873179,0.6153320118195086,HC3,tested,,0.9855136516078267
GGM-0000088,GMP,GMP,guanosine,guanosine,unresolved,NT5C2,1,MAR04449,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C2,606,14,14,236,370,0.018435716065895037,0.08990828068231099,0.8375328596901812,-0.1577812759833528,0.19465270811514285,-0.06207760849702977,-0.043641892431134734,47,559.0,44.789379276635685,0.5972734438169615,HC3,tested,,0.9855136516078267
GGM-0000239,glutamate,glutamate,NADP,NADP+,unresolved,GLUD2,1,MAR03804,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD2,606,14,14,236,370,0.02303104405988563,0.11684872078542437,0.8437482039175789,-0.20598824031912294,0.2520503284388942,0.0508169276384163,0.07384797169830193,47,559.0,38.69192009257773,0.6285431914560581,HC3,tested,,0.9855136516078267
GGM-0000227,dimethylglycine,dimethylglycine,sarcosine,sarcosine,unresolved,DMGDH,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DMGDH,606,14,14,236,370,-0.027036118338297253,0.1382497450247905,0.8449545812404915,-0.2980006394587322,0.24392840278213765,0.13512693749910898,0.10809081916081173,47,559.0,49.1655819908891,0.9102620492994141,HC3,tested,,0.9855136516078267
GGM-0000257,glutamate,glutamate,glycine,glycine,unresolved,SIRT5,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT5,606,14,14,236,370,-0.02246494879427389,0.11576132824448182,0.8461268356143397,-0.24935298295597758,0.2044230853674298,-0.03893593685165416,-0.06140088564592805,47,559.0,57.327661717894514,0.5882420881447404,HC3,tested,,0.9855136516078267
GGM-0000300,hypoxanthine,hypoxanthine,inosine,inosine,unresolved,PNP,1,MAR04574,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PNP,606,14,14,236,370,-0.016328647132321284,0.08616415402263733,0.8496960441534191,-0.1852072857750525,0.1525499915104099,-0.03317976519496754,-0.04950841232728882,47,559.0,50.499888048710574,0.7044776798070727,HC3,tested,,0.9855136516078267
GGM-0000313,thymidine,thymidine,thymine,thymine,unresolved,TYMP,1,MAR04485,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TYMP,606,14,14,236,370,0.021771893305187744,0.11631910614770911,0.8515243380913923,-0.2062093654582137,0.2497531520685892,-0.05662049460674332,-0.03484860130155558,47,559.0,45.92586971514112,0.6383961429472416,HC3,tested,,0.9855136516078267
GGM-0000129,NADP,NADP+,beta-alanine,beta-alanine,unresolved,ALDH9A1,1,MAR04079,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH9A1,606,14,14,236,370,-0.01907853121618697,0.10388976846928386,0.8542942641858232,-0.22269873577818822,0.18454167334581428,0.007459342387149391,-0.011619188829037579,47,559.0,41.7865291986992,0.755343321019824,HC3,tested,,0.9855136516078267
GGM-0000288,glycine,glycine,leucine,leucine,unresolved,DPEP1,1,MAR11411,0,,Peptide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DPEP1,606,14,14,236,370,0.031982149336090705,0.17416265114546273,0.8543007459398777,-0.3093703743610298,0.3733346730332113,-0.008314038676753165,0.023668110659337542,47,559.0,87.39465397174789,0.9867105539296364,HC3,tested,,0.9855136516078267
GGM-0000127,NADP,NADP+,beta-alanine,beta-alanine,unresolved,ALDH3A2,1,MAR04079,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH3A2,606,14,14,236,370,0.014825835498376468,0.08129398090346594,0.8552899330382759,-0.14450743923230372,0.17415911022905664,0.048371154175750726,0.0631969896741272,47,559.0,59.12389801394558,0.6828737745662442,HC3,tested,,0.9855136516078267
GGM-0000121,NAD,NAD+,taurine,taurine,unresolved,FMO1,1,MAR13083,0,,Metabolism of other amino acids,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO1,606,14,14,236,370,-0.018844534125207844,0.106634732162533,0.8597280043783474,-0.22784476866484746,0.19015570041443178,0.016511956110124605,-0.0023325780150832386,47,559.0,40.30175862197087,0.9950301707130821,HC3,tested,,0.9855136516078267
GGM-0000258,glutamate,glutamate,glycine,glycine,unresolved,SIRT6,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT6,606,14,14,236,370,0.01874221255724937,0.1113454992682532,0.8663277387587496,-0.19949095584915785,0.23697538096365658,0.05275745804394319,0.07149967060119256,47,559.0,42.47929124478588,0.590490454797383,HC3,tested,,0.9855136516078267
GGM-0000165,UMP,UMP,uridine,uridine,unresolved,UCK1,1,MAR03969,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK1,606,14,14,236,370,-0.021518864895051597,0.12889875927150077,0.8674141703640667,-0.2741557907190915,0.23111806092898832,-0.1127117334417678,-0.13423059833681938,47,559.0,42.933748469793066,0.846498350982535,HC3,tested,,0.9855136516078267
GGM-0000207,betaine,betaine,homocysteine,homocysteine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT,606,14,14,236,370,0.014410224700005945,0.08794028331636493,0.8698384037180785,-0.1579495633903179,0.1867700127903298,-0.061440275956408906,-0.04703005125640296,47,559.0,44.1087428265637,0.999021645711317,HC3,tested,,0.9855136516078267
GGM-0000097,NAD,NAD+,NADP,NADP+,unresolved,ACP6,1,MAR04270,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACP6,606,14,14,236,370,-0.015459698981865182,0.0960380889453255,0.872113356538216,-0.2036908944587575,0.1727714964950271,0.018026312606995554,0.0025666136251303717,47,559.0,65.12693480471481,0.7029270060387184,HC3,tested,,0.9855136516078267
GGM-0000028,AMP,AMP,cAMP,cAMP,unresolved,PDE11A,1,MAR04014,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDE11A,606,14,14,236,370,-0.021534824050145424,0.14131801807303596,0.878882852618756,-0.29851304983987637,0.25544340173958546,-0.06885052094084482,-0.09038534499099024,47,559.0,40.483043119166894,0.9438686900099758,HC3,tested,,0.9855136516078267
GGM-0000229,dimethylglycine,dimethylglycine,sarcosine,sarcosine,unresolved,SARDH,1,MAR04701,0,,Sulfur metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SARDH,606,14,14,236,370,0.013723226947489616,0.09348813683411904,0.8832969054952667,-0.16951015422913612,0.19695660812411536,0.057454584461855654,0.07117781140934527,47,559.0,44.08769709357855,0.6354519709815255,HC3,tested,,0.9855136516078267
GGM-0000189,asparagine,asparagine,aspartate,aspartate,unresolved,ASRGL1,1,MAR03862,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASRGL1,606,14,14,236,370,-0.020101618945410675,0.1373994283578496,0.8836840914363137,-0.2893995500231873,0.24919631213236593,0.07395473730538689,0.053853118359976214,47,559.0,52.71302042883078,0.727533497701379,HC3,tested,,0.9855136516078267
GGM-0000080,GMP,GMP,NADP,NADP+,unresolved,GMPR2,1,MAR04419,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GMPR2,606,14,14,236,370,0.014760231243446848,0.10162102304481543,0.8845152176936303,-0.18441331399650626,0.21393377648339998,0.06808529901567315,0.08284553025911999,47,559.0,44.394189198932665,0.5494730770346002,HC3,tested,,0.9855136516078267
GGM-0000178,arginine,arginine,NADP,NADP+,unresolved,NOS2,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS2,606,14,14,236,370,0.018858459239676925,0.13321317244424272,0.8874228050775245,-0.24223456101736235,0.2799514794967162,0.03953509253944329,0.058393551779120215,47,559.0,58.67627217692233,0.9221586563586132,HC3,tested,,0.9855136516078267
GGM-0000267,glutamate,glutamate,methionine,methionine,unresolved,TAT,1,MAR05391,0,,Cysteine and methionine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TAT,606,14,14,236,370,-0.018700198615864944,0.13471627053368265,0.8895989242710153,-0.2827392369934375,0.2453388397617076,0.008961410828512826,-0.009738787787352118,47,559.0,45.951525361255136,0.9984760138151244,HC3,tested,,0.9855136516078267
GGM-0000069,CMP,CMP,cytidine,cytidine,unresolved,NT5C1B,1,MAR04177,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1B,606,14,14,236,370,-0.013453034941718579,0.09738587060035295,0.8901285497856446,-0.20432583392148843,0.1774197640380513,0.035202522067398004,0.021749487125679423,47,559.0,59.227291905616944,0.7442705628897051,HC3,tested,,0.9855136516078267
GGM-0000076,CMP,CMP,cytidine,cytidine,unresolved,UCK2,1,MAR04180,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK2,606,14,14,236,370,-0.011563214100237454,0.08417802656098629,0.8907413606239767,-0.17654911444942664,0.15342268624895175,0.05979717582391977,0.048233961723682314,47,559.0,47.59349436317431,0.7198410197318799,HC3,tested,,0.9855136516078267
GGM-0000100,NAD,NAD+,NADP,NADP+,unresolved,NADK2,1,MAR04268,0,,Nicotinate and nicotinamide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NADK2,606,14,14,236,370,-0.01211368617736185,0.09070053126408452,0.8937529292699015,-0.1898834608336167,0.165656088478893,0.08279343083385385,0.070679744656492,47,559.0,45.7049798649091,0.7610559599881238,HC3,tested,,0.9855136516078267
GGM-0000208,betaine,betaine,homocysteine,homocysteine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2,606,14,14,236,370,0.01356596418846304,0.10761860322706752,0.8996876439893976,-0.19736262220309536,0.22449455058002143,0.005307963911935003,0.018873928100398042,47,559.0,41.97146757573093,0.9990794750175956,HC3,tested,,0.9855136516078267
GGM-0000083,GMP,GMP,UMP,UMP,unresolved,RAD1;RAD9A,2,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RAD1;RAD9A,606,14,14,236,370,-0.00801639166580963,0.06398488954960511,0.9002973728612981,-0.13342447073780894,0.11739168740618967,0.06540863624588268,0.057392244580073054,47,559.0,46.976528618557495,0.5285680902733192,HC3,tested,,0.9855136516078267
GGM-0000135,NADP,NADP+,glucuronate,glucuronate,unresolved,AKR1A1,1,MAR06537,0,,Pentose and glucuronate interconversions,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AKR1A1,606,14,14,236,370,0.012092265813905443,0.09662183826516466,0.9004044498388262,-0.17728305730587135,0.20146758893368222,0.0036259734267953514,0.015718239240700795,47,559.0,45.2029560184554,0.7694219037756183,HC3,tested,,0.9855136516078267
GGM-0000082,GMP,GMP,UMP,UMP,unresolved,TREX2,1,MAR07164,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: TREX2,606,14,14,236,370,-0.008941136131458471,0.07189276995247282,0.9010241719132839,-0.14984837598712858,0.13196610372421164,0.05878361608148698,0.04984247995002851,47,559.0,44.493153200138195,0.6181341139047695,HC3,tested,,0.9855136516078267
GGM-0000110,NAD,NAD+,malate,malate,unresolved,MDH2,1,MAR04141,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MDH2,606,14,14,236,370,0.014961013552039503,0.12422874888917788,0.9041416011506155,-0.2285228601152194,0.2584448872192984,0.0021534588415835325,0.017114472393623036,47,559.0,46.5060513222927,0.6541282229384844,HC3,tested,,0.9855136516078267
