hypothesis_id,metabolite_a,metabolite_a_name,metabolite_b,metabolite_b_name,direction_status,genes,gene_count,reaction_ids,reaction_distance,intermediate_metabolites,subsystems,contains_transport_reaction,review_priority,pathway_source,path_search_truncated,signature_prevalence,expected_discovery_carriers,expected_replication_carriers,discovery_power,replication_power,eligible,ineligibility_reason
GGM-0000138,NADP,NADP+,malate,malate,unresolved,ME1,1,MAR04089,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ME1
GGM-0000139,NADP,NADP+,malate,malate,unresolved,ME2,1,MAR04091,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ME2
GGM-0000140,NADP,NADP+,malate,malate,unresolved,ME3,1,MAR04091,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ME3
GGM-0000141,NADP,NADP+,malate,malate,unresolved,RWDD2A,1,MAR04089,0,,Pyruvate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RWDD2A
GGM-0000142,NADP,NADP+,proline,proline,unresolved,PYCR1,1,MAR08609,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PYCR1
GGM-0000143,NADP,NADP+,proline,proline,unresolved,PYCR2,1,MAR03833,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PYCR2
GGM-0000144,NADP,NADP+,proline,proline,unresolved,PYCR3,1,MAR03833,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PYCR3
GGM-0000145,NADP,NADP+,sarcosine,sarcosine,unresolved,DMGDH,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DMGDH
GGM-0000146,NADP,NADP+,sarcosine,sarcosine,unresolved,PDPR,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDPR
GGM-0000147,NADP,NADP+,thymine,thymine,unresolved,DPYD,1,MAR04472,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DPYD
GGM-0000148,NADP,NADP+,thyroxine,thyroxine,unresolved,DIO1,1,MAR06854,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DIO1
GGM-0000149,NADP,NADP+,thyroxine,thyroxine,unresolved,DIO2,1,MAR06854,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DIO2
GGM-0000150,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO1,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO1
GGM-0000151,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO2,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO2
GGM-0000152,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO3,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO3
GGM-0000153,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO4,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO4
GGM-0000154,NADP,NADP+,trimethylamine-N-oxide,trimethylamine-N-oxide,unresolved,FMO5,1,MAR09514,0,,Isolated,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: FMO5
GGM-0000155,NADP,NADP+,uracil,uracil,unresolved,DPYD,1,MAR04345,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DPYD
GGM-0000156,UMP,UMP,uracil,uracil,unresolved,UPRT,1,MAR04343,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UPRT
GGM-0000157,UMP,UMP,uridine,uridine,unresolved,NT5C,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C
GGM-0000158,UMP,UMP,uridine,uridine,unresolved,NT5C1A,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1A
GGM-0000159,UMP,UMP,uridine,uridine,unresolved,NT5C1B,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C1B
GGM-0000160,UMP,UMP,uridine,uridine,unresolved,NT5C2,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C2
GGM-0000161,UMP,UMP,uridine,uridine,unresolved,NT5C3A,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3A
GGM-0000162,UMP,UMP,uridine,uridine,unresolved,NT5C3B,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5C3B
GGM-0000163,UMP,UMP,uridine,uridine,unresolved,NT5E,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5E
GGM-0000164,UMP,UMP,uridine,uridine,unresolved,NT5M,1,MAR03970,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NT5M
GGM-0000165,UMP,UMP,uridine,uridine,unresolved,UCK1,1,MAR03969,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK1
GGM-0000166,UMP,UMP,uridine,uridine,unresolved,UCK2,1,MAR03969,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCK2
GGM-0000167,UMP,UMP,uridine,uridine,unresolved,UCKL1,1,MAR05299,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: UCKL1
GGM-0000168,aconitate,cis-aconitate,citrate,citrate,unresolved,ACO2,1,MAR04458,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO2
GGM-0000169,aconitate,cis-aconitate,isocitrate,isocitrate,unresolved,ACO2,1,MAR04589,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO2
GGM-0000170,adenine,adenine,adenosine,adenosine,unresolved,PNP,1,MAR08486,0,,Nucleotide metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PNP
GGM-0000171,adenosine,adenosine,homocysteine,homocysteine,unresolved,AHCY,1,MAR03877,0,,Cysteine and methionine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AHCY
GGM-0000172,adenosine,adenosine,homocysteine,homocysteine,unresolved,AHCYL2,1,MAR03877,0,,Cysteine and methionine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AHCYL2
GGM-0000173,adenosine,adenosine,inosine,inosine,unresolved,ADA,1,MAR04481,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ADA
GGM-0000174,adenosine,adenosine,inosine,inosine,unresolved,ADA2,1,MAR04481,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ADA2
GGM-0000175,alanine,alanine,kynurenine,kynurenine,unresolved,KYNU,1,MAR04224,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: KYNU
GGM-0000176,arginine,arginine,AMP,AMP,unresolved,RARS1,1,MAR05132,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: RARS1
GGM-0000177,arginine,arginine,NADP,NADP+,unresolved,NOS1,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS1
GGM-0000178,arginine,arginine,NADP,NADP+,unresolved,NOS2,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS2
GGM-0000179,arginine,arginine,NADP,NADP+,unresolved,NOS3,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS3
GGM-0000180,arginine,arginine,citrulline,citrulline,unresolved,NOS1,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS1
GGM-0000181,arginine,arginine,citrulline,citrulline,unresolved,NOS2,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS2
GGM-0000182,arginine,arginine,citrulline,citrulline,unresolved,NOS3,1,MAR02023,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NOS3
GGM-0000183,arginine,arginine,glycine,glycine,unresolved,GATM,1,MAR04582,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GATM
GGM-0000184,arginine,arginine,ornithine,ornithine,unresolved,ARG1,1,MAR03816,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ARG1
GGM-0000185,arginine,arginine,ornithine,ornithine,unresolved,ARG2,1,MAR08426,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ARG2
GGM-0000186,arginine,arginine,ornithine,ornithine,unresolved,GATM,1,MAR04582,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GATM
GGM-0000187,asparagine,asparagine,AMP,AMP,unresolved,NARS1,1,MAR05133,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NARS1
GGM-0000188,asparagine,asparagine,aspartate,aspartate,unresolved,ASPG,1,MAR03862,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASPG
GGM-0000189,asparagine,asparagine,aspartate,aspartate,unresolved,ASRGL1,1,MAR03862,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASRGL1
GGM-0000190,aspartate,aspartate,AMP,AMP,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1
GGM-0000191,aspartate,aspartate,AMP,AMP,unresolved,DARS1,1,MAR05134,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DARS1
GGM-0000192,aspartate,aspartate,beta-alanine,beta-alanine,unresolved,GAD2,1,MAR04174,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GAD2
GGM-0000193,aspartate,aspartate,citrulline,citrulline,unresolved,ASS1,1,MAR03811,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ASS1
GGM-0000194,aspartate,aspartate,glutamate,glutamate,unresolved,GOT1,1,MAR03829,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT1
GGM-0000195,aspartate,aspartate,glutamate,glutamate,unresolved,GOT1L1,1,MAR03829,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT1L1
GGM-0000196,aspartate,aspartate,glutamate,glutamate,unresolved,GOT2,1,MAR03827,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GOT2
GGM-0000197,beta-alanine,beta-alanine,carnosine,carnosine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1
GGM-0000198,beta-alanine,beta-alanine,carnosine,carnosine,unresolved,CNDP1,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP1
GGM-0000199,beta-alanine,beta-alanine,carnosine,carnosine,unresolved,CNDP2,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP2
GGM-0000200,beta-alanine,beta-alanine,histidine,histidine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1
GGM-0000201,beta-alanine,beta-alanine,histidine,histidine,unresolved,CNDP1,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP1
GGM-0000202,beta-alanine,beta-alanine,histidine,histidine,unresolved,CNDP2,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP2
GGM-0000203,betaine,betaine,NAD,NAD+,unresolved,ALDH7A1,1,MAR04697,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1
GGM-0000204,betaine,betaine,NADP,NADP+,unresolved,ALDH7A1,1,MAR04698,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH7A1
GGM-0000205,betaine,betaine,dimethylglycine,dimethylglycine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT
GGM-0000206,betaine,betaine,dimethylglycine,dimethylglycine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2
GGM-0000207,betaine,betaine,homocysteine,homocysteine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT
GGM-0000208,betaine,betaine,homocysteine,homocysteine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2
GGM-0000209,betaine,betaine,methionine,methionine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT
GGM-0000210,betaine,betaine,methionine,methionine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2
GGM-0000211,carnosine,carnosine,histidine,histidine,unresolved,CARNS1,1,MAR04425,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CARNS1
GGM-0000212,carnosine,carnosine,histidine,histidine,unresolved,CNDP1,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP1
GGM-0000213,carnosine,carnosine,histidine,histidine,unresolved,CNDP2,1,MAR04427,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CNDP2
GGM-0000214,choline,choline,NAD,NAD+,unresolved,CHDH,1,MAR04696,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CHDH
GGM-0000215,choline,choline,acetylcholine,acetylcholine,unresolved,ACHE,1,MAR00641,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACHE
GGM-0000216,choline,choline,acetylcholine,acetylcholine,unresolved,BCHE,1,MAR00641,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCHE
GGM-0000217,choline,choline,acetylcholine,acetylcholine,unresolved,CHAT,1,MAR00640,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CHAT
GGM-0000218,choline,choline,serine,serine,unresolved,PTDSS1,1,MAR00623,0,,Glycerophospholipid metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PTDSS1
GGM-0000219,citrate,citrate,isocitrate,isocitrate,unresolved,ACO1,1,MAR04454,0,,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACO1
GGM-0000220,cytidine,cytidine,uridine,uridine,unresolved,AICDA,1,MAR04580,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AICDA
GGM-0000221,cytidine,cytidine,uridine,uridine,unresolved,APOBEC4,1,MAR04580,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: APOBEC4
GGM-0000222,cytidine,cytidine,uridine,uridine,unresolved,CDA,1,MAR04580,0,,Pyrimidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CDA
GGM-0000223,dimethylglycine,dimethylglycine,homocysteine,homocysteine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT
GGM-0000224,dimethylglycine,dimethylglycine,homocysteine,homocysteine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2
GGM-0000225,dimethylglycine,dimethylglycine,methionine,methionine,unresolved,BHMT,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT
GGM-0000226,dimethylglycine,dimethylglycine,methionine,methionine,unresolved,BHMT2,1,MAR04699,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BHMT2
GGM-0000227,dimethylglycine,dimethylglycine,sarcosine,sarcosine,unresolved,DMGDH,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: DMGDH
GGM-0000228,dimethylglycine,dimethylglycine,sarcosine,sarcosine,unresolved,PDPR,1,MAR04700,0,,"Glycine, serine and threonine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PDPR
GGM-0000229,dimethylglycine,dimethylglycine,sarcosine,sarcosine,unresolved,SARDH,1,MAR04701,0,,Sulfur metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SARDH
GGM-0000230,glucuronate,glucuronate,inositol,inositol,unresolved,MIOX,1,MAR06539,0,,Inositol phosphate metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MIOX
GGM-0000231,glutamate,glutamate,AMP,AMP,unresolved,EPRS1,1,MAR05137,0,,Aminoacyl-tRNA biosynthesis,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: EPRS1
GGM-0000232,glutamate,glutamate,NAD,NAD+,unresolved,AASS,1,MAR04667,0,,Lysine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AASS
GGM-0000233,glutamate,glutamate,NAD,NAD+,unresolved,ALDH4A1,1,MAR03806,0,,Arginine and proline metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ALDH4A1
GGM-0000234,glutamate,glutamate,NAD,NAD+,unresolved,GLUD1,1,MAR03802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD1
GGM-0000235,glutamate,glutamate,NAD,NAD+,unresolved,GLUD2,1,MAR03802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD2
GGM-0000236,glutamate,glutamate,NAD,NAD+,unresolved,SCCPDH,1,MAR04667,0,,Lysine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SCCPDH
GGM-0000237,glutamate,glutamate,NADP,NADP+,unresolved,AASS,1,MAR04668,0,,Lysine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AASS
GGM-0000238,glutamate,glutamate,NADP,NADP+,unresolved,GLUD1,1,MAR03804,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD1
GGM-0000239,glutamate,glutamate,NADP,NADP+,unresolved,GLUD2,1,MAR03804,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUD2
GGM-0000240,glutamate,glutamate,alanine,alanine,unresolved,GPT,1,MAR03899,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GPT
GGM-0000241,glutamate,glutamate,alanine,alanine,unresolved,GPT2,1,MAR04109,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GPT2
GGM-0000242,glutamate,glutamate,beta-alanine,beta-alanine,unresolved,ABAT,1,MAR04330,0,,Beta-alanine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ABAT
GGM-0000243,glutamate,glutamate,glutamine,glutamine,unresolved,CAD,1,MAR09802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: CAD
GGM-0000244,glutamate,glutamate,glutamine,glutamine,unresolved,GFPT1,1,MAR04300,0,,Amino sugar and nucleotide sugar metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GFPT1
GGM-0000245,glutamate,glutamate,glutamine,glutamine,unresolved,GFPT2,1,MAR04300,0,,Amino sugar and nucleotide sugar metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GFPT2
GGM-0000246,glutamate,glutamate,glutamine,glutamine,unresolved,GLS,1,MAR03892,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLS
GGM-0000247,glutamate,glutamate,glutamine,glutamine,unresolved,GLS2,1,MAR09802,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLS2
GGM-0000248,glutamate,glutamate,glutamine,glutamine,unresolved,GLUL,1,MAR03890,0,,"Alanine, aspartate and glutamate metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: GLUL
GGM-0000249,glutamate,glutamate,glutamine,glutamine,unresolved,PPAT,1,MAR04406,0,,Purine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: PPAT
GGM-0000250,glutamate,glutamate,glycine,glycine,unresolved,ACY3,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: ACY3
GGM-0000251,glutamate,glutamate,glycine,glycine,unresolved,MACROD1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: MACROD1
GGM-0000252,glutamate,glutamate,glycine,glycine,unresolved,NTAN1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NTAN1
GGM-0000253,glutamate,glutamate,glycine,glycine,unresolved,NTAQ1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: NTAQ1
GGM-0000254,glutamate,glutamate,glycine,glycine,unresolved,OARD1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: OARD1
GGM-0000255,glutamate,glutamate,glycine,glycine,unresolved,SIRT1,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT1
GGM-0000256,glutamate,glutamate,glycine,glycine,unresolved,SIRT3,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT3
GGM-0000257,glutamate,glutamate,glycine,glycine,unresolved,SIRT5,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT5
GGM-0000258,glutamate,glutamate,glycine,glycine,unresolved,SIRT6,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT6
GGM-0000259,glutamate,glutamate,glycine,glycine,unresolved,SIRT7,1,MAR05336,0,,Histidine metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: SIRT7
GGM-0000260,glutamate,glutamate,isoleucine,isoleucine,unresolved,BCAT1,1,MAR03777,0,,"Valine, leucine, and isoleucine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCAT1
GGM-0000261,glutamate,glutamate,isoleucine,isoleucine,unresolved,BCAT2,1,MAR03778,0,,"Valine, leucine, and isoleucine metabolism",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: BCAT2
GGM-0000262,glutamate,glutamate,kynurenine,kynurenine,unresolved,AADAT,1,MAR02765,0,,Tryptophan metabolism,False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: AADAT
GGM-0000263,glutamate,glutamate,kynurenine,kynurenine,unresolved,KYAT1,1,MAR04222,0,,"Phenylalanine, tyrosine and tryptophan biosynthesis",False,1_direct_reaction,Human-GEM v2.0.0,False,,,,,,False,missing frequencies: KYAT1
